epoch,training_loss
1,0.2455636773790632
2,0.21770497730800084
3,0.18908650534493582
4,0.16436280523027694
5,0.14021825790405273
6,0.11333188840321132
7,0.08200233323233468
8,0.06322914787701198
9,0.04897857989583697
10,0.041837219681058614
11,0.036571426051003594
12,0.03441901079245976
13,0.03056621551513672
14,0.030096245663506643
15,0.02656832550253187
16,0.02503403808389391
17,0.026111440999167308
18,0.024614466088158742
19,0.022843773875917708
20,0.023395938532693044
21,0.022856967789786204
22,0.021253741213253567
23,0.02217868821961539
24,0.02193031140736171
25,0.02097908513886588
26,0.02030594859804426
27,0.020428534064974104
28,0.019272548811776296
29,0.019360399671963284
30,0.018397086433001926
31,0.01863632244723184
32,0.019031026533671787
33,0.019740922110421315
34,0.017592344965253557
35,0.017258654747690474
36,0.017706696476255144
37,0.01706459266798837
38,0.01769862856183733
39,0.017005675605365207
40,0.016626712466989244
41,0.017144654478345598
42,0.017850530999047414
43,0.017561146191188266
44,0.017116272023745945
45,0.01611099285738809
46,0.015923148819378445
47,0.016097420028277805
48,0.016676394002778188
49,0.016774959862232208
50,0.016885608434677124
51,0.015971469027655467
52,0.015541391713278634
53,0.015180217368262154
54,0.015065927590642656
55,0.0154189190694264
56,0.015460397515978132
57,0.01441849023103714
58,0.015538775495120458
59,0.014901828552995409
60,0.014672916914735521
61,0.014715711985315596
62,0.014474694217954363
63,0.014473574502127511
64,0.014435718102114541
65,0.01433209010532924
66,0.013954584087644304
67,0.014404545937265669
68,0.01411650755575725
69,0.013853158269609724
70,0.013654647128922599
71,0.013650134205818176
72,0.013351655432156153
73,0.013518503734043666
74,0.01359704669032778
75,0.01356825658253261
76,0.013435781002044678
77,0.014435604214668274
78,0.013285277145249503
79,0.013979292341641017
80,0.014030836522579193
81,0.01295245545251029
82,0.01281911986214774
83,0.013362258672714233
84,0.014916714813028063
85,0.012771655406270708
86,0.013116229857717241
87,0.01305100108895983
88,0.01286344017301287
89,0.013367684824126107
90,0.012924364634922572
91,0.012184292078018188
92,0.012571700981685094
93,0.01264336918081556
94,0.01409072322504861
95,0.012472333652632577
96,0.012830453259604318
97,0.012705213257244654
98,0.012757008629185813
99,0.012416283999170576
100,0.012908730123724257
