index,concepts
599,448.0
600,88.0
601,1427.0
602,183.0
603,2858.0
604,29.3
605,983.0
606,1000.0
607,3025.0
608,30.6
609,3188.0
610,310.0
611,0.63
612,0.575
613,531.0
614,3363.0
615,17.6
616,1435.0
617,8838.0
618,2.0
619,2049.0
620,8.4
621,0.67
622,1544.0
623,26.3
624,3351.0
625,20.2
626,666.0
627,2319.0
628,2240.0
629,14.84
630,1.035
631,3191.0
632,30.4
633,246.0
634,19.0
635,975.0
636,1927.0
637,2.12
638,1428.0
639,537.0
640,7035.0
641,8.867
642,1267.0
643,193.0
644,20950.0
645,7.05
646,15.8
647,14921.0
648,1.17
649,174.0
650,7.125
651,307.0
652,0.81
653,0.9
654,2459.0
655,11855.0
656,1.26
657,2289.0
658,1.02
659,2706.0
660,2.6
661,33.0
662,30.1
663,3367.0
664,105.0
665,0.277
666,119.0
667,17990.0
668,2.08
669,3.3
670,21.5
671,136.0
672,3357.0
673,2286.0
674,3.9
675,7778.0
676,2866.0
677,0.505
678,3.487
679,3205.0
680,3960.0
681,2870.0
682,6.787
683,4909.0
684,2442.0
685,10910.0
686,2875.0
687,280.0
688,2.4
689,1.42
690,3378.0
691,143.0
692,0.14
693,2466.0
694,10.45
695,2296.0
696,1.21
697,3459.0
698,275.0
699,93.0
700,9753.0
701,0.11
702,3372.0
703,19.6
704,72.0
705,2072.0
706,6.25
707,18389.0
708,0.438
709,79.0
710,3.4
711,4175.0
712,249.0
713,141.0
714,4235.0
715,510.0
716,317.0
717,223.0
718,30.2
719,153.0
720,344.0
721,1.47
722,852.0
723,202.0
724,3028.0
725,1.84
726,619.0
727,3.07
728,0.37
729,20.8
730,83.0
731,754.0
732,1.11
733,156.0
734,80.0
735,735.0
736,2867.0
737,229.0
738,67.0
739,11405.0
740,1265.0
741,1208.0
742,27.8
743,410.0
744,612.0
745,0.33
746,3473.0
747,605.0
748,117.0
749,21600.0
750,2.02
751,306.0
752,1.58
753,18.4
754,0.217
755,4.92
756,977.0
757,1.1
758,27.71
759,0.307
760,14410.0
761,296.0
762,1980.0
763,76.0
764,25.4
765,0.86
766,283.0
767,45.0
768,2.41
769,26.7
770,1.65
771,32005.0
772,162.0
773,82.0
774,3.7
775,0.19
776,266.0
777,4990.0
778,1.39
779,5835.0
780,74.0
781,461.0
782,970.0
783,3366.0
784,219.0
785,4.1
786,3358.0
787,62.0
788,3115.0
789,3204.0
790,2855.0
791,29.2
792,25.9
793,48.0
794,115.0
795,1.8
796,925.0
797,906.0
798,1003.0
799,322.0
800,30.8
801,29.1
802,27.6
803,27.7
804,2.26
805,22.3
806,1.79
807,10.0
808,0.75
809,28.29
810,0.8
811,5073.0
812,34.0
813,1439.0
814,199.0
815,2464.0
816,698.0
817,0.518
818,7400.0
819,2047.0
820,3355.0
821,57.0
822,0.256
823,655.0
824,78.0
825,318.0
826,31.1
827,244.0
828,98.0
829,3.35
830,2860.0
831,2861.0
832,287.0
833,1256.0
834,374.0
835,2.13
836,6.243
837,2857.0
838,9.2
839,316.0
840,18931.0
841,4.08
842,3.2
843,607.0
844,0.93
845,4.25
846,2.58
847,18459.0
848,6.65
849,22757.0
850,758.0
851,519.0
852,2868.0
853,19.4
854,385.0
855,769.0
856,235.0
857,7.93
858,5.03
859,3081.0
860,0.457
861,0.59
862,268.0
863,3.5
864,3382.0
865,1.67
866,830.0
867,635.0
868,780.0
869,22.8
870,26.4
871,380.0
872,3.03
873,1.01
874,304.0
875,23.3
876,299.0
877,7.35
878,1.4
879,414.0
880,241.0
881,1069.0
882,0.99
883,4.78
884,1291.0
885,179.0
886,160.0
887,147.0
888,0.528
889,25.67
890,158.0
891,8.3
892,0.23
893,27.25
894,854.0
895,0.449
896,85.0
897,30.9
898,144.0
899,1.05
900,30.3
901,1.575
902,262.0
903,2877.0
904,2.23
905,23.8
906,70.0
907,0.38
908,191.0
909,835.0
910,107.0
911,6.75
912,633.0
913,110.0
914,1.25
915,13953.0
916,4429.0
917,20.3
918,0.69
919,9.0
920,104.0
921,4.3
922,225.0
923,365.0
924,357.0
925,841.0
926,26.67
927,234.0
928,2048.0
929,1035.0
930,68.0
931,2572.0
932,15.6
933,1.49
934,0.452
935,23.6
936,376.0
937,28.4
938,0.12
939,7.767
940,1067.0
941,0.228
942,10.47
943,384.0
944,6.033
945,18.67
946,7692.0
947,35.0
948,84.0
949,3356.0
950,0.49
951,388.0
952,20.1
953,232.0
954,124.0
955,637.0
956,3.42
957,24506.0
958,2872.0
959,1.23
960,1085.0
961,641.0
962,890.0
963,186.0
964,625.0
965,899.0
966,5.657
967,7448.0
968,0.792
969,453.0
970,408.0
971,0.29
972,328.0
973,505.0
974,3272.0
975,0.16
976,3844.0
977,25343.0
978,438.0
979,699.0
980,345.0
981,4.867
982,1286.0
983,17842.0
984,7.233
985,121.0
986,3458.0
987,29464.0
988,27.2
989,5.87
990,905.0
991,1.54
992,2012.0
993,22.6
994,4.88
995,20430.0
996,12754.0
997,896.0
998,492.0
999,27.79
1000,281.0
1001,4.57
1002,464.0
1003,14.85
1004,0.135
1005,30683.0
1006,0.17
1007,2039.0
1008,22.4
1009,100.0
1010,2.43
1011,0.743
1012,15608.0
1013,2.425
1014,128.0
1015,1.35
1016,990.0
1017,16.9
1018,13768.0
1019,2219.0
1020,8757.0
1021,993.0
1022,12.0
1023,27.9
1024,103.0
1025,368.0
1026,23576.0
1027,19.5
1028,1.933
1029,326.0
1030,24.7
1031,552.0
1032,2300.0
1033,0.79
1034,114.0
1035,3352.0
1036,58.0
1037,544.0
1038,6.867
1039,64.0
1040,8.9
1041,106.0
1042,1630.0
1043,705.0
1044,16.4
1045,178.0
1046,18.8
1047,139.0
1048,1036.0
1049,0.47
1050,63.0
1051,23.1
1052,0.83
1053,11000.0
1054,133.0
1055,354.0
1056,3937.0
1057,18.1
1058,7.187
1059,6.967
1060,0.348
1061,0.22
1062,439.0
1063,208.0
1064,0.455
1065,189.0
1066,1.975
1067,2.72
1068,243.0
1069,264.0
1070,1.73
1071,194.0
1072,555.0
1073,2.89
1074,0.655
1075,5.35
1076,185.0
1077,2.44
1078,1312.0
1079,247.0
1080,96.0
1081,4.325
1082,1051.0
1083,20.7
1084,2007.0
1085,102.0
1086,1614.0
1087,195.0
1088,1686.0
1089,4.833
1090,137.0
1091,1.29
1092,218.0
1093,12051.0
1094,1130.0
1095,3.45
1096,4282.0
1097,6.714
1098,761.0
1099,1.225
1100,227.0
1101,6487.0
1102,4.13
1103,13103.0
1104,686.0
1105,0.263
1106,478.0
1107,0.68
1108,41.0
1109,469.0
1110,10.3
1111,20640.0
1112,26600.0
1113,609.0
1114,9326.0
1115,18.2
1116,19575.0
1117,674.0
1118,28.9
1119,248.0
1120,5228.0
1121,228.0
1122,231.0
1123,12771.0
1124,760.0
1125,1021.0
1126,428.0
1127,1.28
1128,149.0
1129,87.0
1130,17.7
1131,1063.0
1132,313.0
1133,0.07
1134,0.973
1135,94.0
1136,636.0
1137,53.0
1138,2754.0
1139,2.47
1140,1086.0
1141,0.95
1142,885.0
1143,6.371
1144,23.4
1145,18.33
1146,11654.0
1147,22.1
1148,30190.0
1149,10825.0
1150,172.0
1151,22.5
1152,0.73
1153,425.0
1154,3688.0
1155,28.86
1156,3.91
1157,3521.0
1158,27.75
1159,0.39
1160,17.387
1161,0.51
1162,1789.0
1163,7.58
1164,327.0
1165,24.3
1166,60.0
1167,123.0
1168,657.0
1169,770.0
1170,36593.0
1171,7.65
1172,996.0
1173,169.0
1174,314.0
1175,883.0
1176,1.99
1177,0.77
1178,324.0
1179,2.97
1180,46170.0
1181,371.0
1182,753.0
1183,0.512
1184,11.0
1185,8.35
1186,120.0
1187,24.9
1188,11.61
1189,403.0
1190,15.4
1191,295.0
1192,1375.0
1193,2.955
1194,533.0
1195,1290.0
1196,288.0
1197,168.0
1198,2160.0
1199,39.0
1200,260.0
1201,26.2
1202,6.055
1203,226.0
1204,0.76
1205,32790.0
1206,0.123
1207,19.69
1208,7.102
1209,390.0
1210,773.0
1211,9.8
1212,315.0
1213,15525.0
1214,3.88
1215,263.0
1216,207.0
1217,1690.0
1218,901.0
1219,457.0
1220,157.0
1221,12697.0
1222,5.08
1223,0.603
1224,2.16
1225,4545.0
1226,5390.0
1227,601.0
1228,2941.0
1229,25.7
1230,817.0
1231,6715.0
1232,32.6
1233,1370.0
1234,25964.0
1235,19.3
1236,468.0
1237,2.2
1238,0.567
1239,216.0
1240,0.292
1241,606.0
1242,14487.0
1243,2759.0
1244,382.0
1245,1287.0
1246,742.0
1247,36.0
1248,2.67
1249,175.0
1250,0.96
1251,1.72
1252,0.85
1253,15158.0
1254,424.0
1255,19.2
1256,23.77
1257,163.0
1258,58.1
1259,21.8
1260,415.0
1261,401.0
1262,572.0
1263,23.9
1264,254.0
1265,1418.0
1266,6.78
1267,28.75
1268,14526.0
1269,18.73
1270,1.33
1271,2.04
1272,0.94
1273,0.41
1274,8782.0
1275,19.35
1276,1076.0
1277,4.22
1278,11.1
1279,11125.0
1280,0.346
1281,704.0
1282,4650.0
1283,542.0
1284,693.0
1285,152.0
1286,176.0
1287,113.0
1288,26.1
1289,205.0
1290,3.44
1291,211.0
1292,0.183
1293,5350.0
1294,21.3
1295,17.33
1296,1.22
1297,640.0
1298,26.33
1299,2.55
1300,300.0
1301,173.0
1302,732.0
1303,1097.0
1304,350.0
1305,2.65
1306,434.0
1307,6166.0
1308,394.0
1309,3.97
1310,1.89
1311,831.0
1312,26.25
1313,5.13
1314,856.0
1315,502.0
1316,16.61
1317,3.32
1318,0.155
1319,3.075
1320,0.64
1321,23.2
1322,1.55
1323,694.0
1324,0.215
1325,171.0
1326,515.0
1327,528.0
1328,213.0
1329,1095.0
1330,0.03
1331,0.223
1332,0.369
1333,7.167
1334,3.83
1335,6.41
1336,897.0
1337,12769.0
1338,13.75
1339,1886.0
1340,451.0
1341,5300.0
1342,236.0
1343,3.75
1344,9245.0
1345,1015.0
1346,9293.0
1347,1.12
1348,6.467
1349,1.43
1350,14.18
1351,707.0
1352,18.6
1353,0.264
1354,2640.0
1355,25034.0
1356,593.0
1357,0.61
1358,1239.0
1359,1.75
1360,3.89
1361,440.0
1362,12.15
1363,429.0
1364,0.97
1365,16.5
1366,28.57
1367,192.0
1368,0.824
1369,24062.0
1370,155.0
1371,378.0
1372,0.083
1373,335.0
1374,214.0
1375,13848.0
1376,180.0
1377,13257.0
1378,755.0
1379,108.0
1380,1.59
1381,5.475
1382,5.67
1383,4120.0
1384,9107.0
1385,516.0
1386,0.74
1387,0.745
1388,1835.0
1389,566.0
1390,18.7
1391,29.67
1392,728.0
1393,42354.0
1394,118.0
1395,2.1
1396,498.0
1397,0.667
1398,1108.0
1399,108.7
1400,1216.0
1401,30298.0
1402,197.0
1403,237.0
1404,665.0
1405,617.0
1406,21.2
1407,4.133
1408,1090.0
1409,0.84
1410,2.32
1411,646.0
1412,0.165
1413,999.0
1414,38.0
1415,807.0
1416,1135.0
1417,272.0
1418,809.0
1419,165.0
1420,3.12
1421,864.0
1422,12342.0
1423,3.05
1424,1.62
1425,6.233
1426,0.395
1427,97.0
1428,1676.0
1429,383.0
1430,17.3
1431,356.0
1432,10.89
1433,21030.0
1434,3660.0
1435,6.667
1436,592.0
1437,3.69
1438,238.0
1439,367.0
1440,427.0
1441,44600.0
1442,820.0
1443,1269.0
1444,0.198
1445,0.01
1446,24300.0
1447,1.68
1448,47156.0
1449,413.0
1450,10.5
1451,912.0
1452,1.61
1453,6030.0
1454,11041.0
1455,19.33
1456,3431.0
1457,1.995
1458,258.0
1459,13.2
1460,1.81
1461,465.0
1462,1.86
1463,530.0
1464,0.87
1465,1027.0
1466,3165.0
1467,203.0
1468,142.0
1469,1.525
1470,1.31
1471,1787.0
1472,0.326
1473,20.45
1474,1.93
1475,37.0
1476,973.0
1477,4.41
1478,1314.0
1479,1.77
1480,14426.0
1481,3110.0
1482,9.3
1483,3.93
1484,330.0
1485,3131.0
1486,4491.0
1487,20786.0
1488,17.67
1489,1.397
1490,1.46
1491,239.0
1492,2.18
1493,743.0
1494,17771.0
1495,230.0
1496,6232.0
1497,0.315
