1246.0	2	2137.0947647448643	0.0
1342.0	3	0.449	0.00403901
1569.0	1	6.6	0.59
1023.0	1	5.8	0.51
2696.0	0	22.6	0.34
3023.0	0	26.8	0.57
2877.0	1	6.2	0.55
1092.0	0	26.67	0.56
2299.0	4	1.0	0.5374600214148617
2426.0	4	0.0	0.47804574695413027
1685.0	2	198.0	0.003
1328.0	4	2.0	0.4425788585612269
2293.0	1	6.8	0.61
1162.0	1	7.0	0.62
2858.0	0	29.0	0.69
2861.0	4	0.0	0.4444370940525318
1473.0	2	490.0	0.007
1428.0	2	738.0	0.011
1726.0	2	128.0	0.002
1699.0	4	0.0	0.8748077762321717
2294.0	1	4.0	0.35
2688.0	4	0.0	0.47092920447678743
2338.0	1	3.0	0.26
3181.0	1	5.5	0.49
1705.0	3	3.7	0.033949765
1159.0	4	1.0	0.3628737976571075
2949.0	1	5.6	0.5
1871.0	2	2137.0947647448643	0.0
1162.0	2	305.0	0.004
1436.0	1	7.93	0.71
1563.0	3	1.267	0.011565001
3352.0	3	3.0	0.02750943
2335.0	2	52.0	0.001
2688.0	4	0.0	0.47850734852094
2704.0	0	27.4	0.61
3025.0	2	461.0	0.007
1565.0	4	2.0	0.4597639965352375
1705.0	1	3.1	0.27
1448.0	0	28.0	0.64
1547.0	3	0.03	0.00018401
2307.0	4	1.0	0.4818339865371585
2051.0	3	0.52	0.004692244
2696.0	4	0.0	0.4884276299701478
3366.0	2	82.0	0.001
1393.0	4	1.0	0.45564708868070836
1871.0	1	7.7	0.69
2651.0	0	28.2	0.65
2306.0	0	29.0	0.69
1094.0	3	0.264	0.002336922
2053.0	2	350.0	0.005
1438.0	2	2137.0947647448643	0.0
1026.0	1	6.6	0.59
3377.0	0	19.9	0.19
3185.0	3	0.1	0.000828043
1861.0	0	28.0	0.64
2653.0	4	0.0	0.4869638964869296
21.0	2	7920.0	0.12
1476.0	0	29.9	0.74
2270.0	4	2.0	0.4200349179938532
2290.0	1	4.3	0.38
2297.0	2	56.0	0.001
1892.0	2	92.0	0.001
2676.0	0	28.5	0.67
2306.0	0	28.5	0.67
2445.0	2	425.0	0.006
2714.0	2	180.0	0.003
2653.0	4	0.0	0.4831825588725312
2703.0	3	0.3	0.002668139
1093.0	1	6.3	0.56
1403.0	4	1.0	0.46424705759503543
1456.0	3	0.67	0.006072316
2301.0	0	28.0	0.64
3362.0	0	19.0	0.14
1155.0	0	28.57	0.67
1642.0	1	7.1	0.63
1330.0	4	0.0	0.5084519191410606
1024.0	1	4.7	0.41
2672.0	0	26.5	0.56
2286.0	0	26.6	0.56
1631.0	1	7.3	0.65
1155.0	1	0.7	0.05
2671.0	0	28.0	0.64
1152.0	3	0.28	0.002484129
2050.0	1	7.767	0.69
2199.0	0	22.1	0.31
1023.0	1	6.033	0.54
1543.0	3	0.09	0.000736038
1547.0	4	1.0	0.45683261389414176
3373.0	4	1.0	0.3741408998797086
2445.0	3	0.23	0.002024105
1443.0	4	2.0	0.4405948467259463
1148.0	2	4545.0	0.069
2296.0	0	26.4	0.55
2462.0	4	1.0	0.4536770301735526
2625.0	3	0.51	0.004600239
3382.0	4	1.0	0.390575784414731
2051.0	4	1.0	0.45973749354301824
1026.0	4	0.0	0.5279299326261124
1926.0	3	0.52	0.004692244
1450.0	1	6.7	0.6
1705.0	2	854.0	0.013
1340.0	0	28.2	0.65
1700.0	2	1156.0	0.017
2466.0	0	27.0	0.58
2709.0	1	7.2	0.64
1155.0	4	0.0	0.6638031947090842
1565.0	2	2137.0947647448643	0.0
2326.0	2	666.0	0.01
2423.0	1	7.5	0.67
1160.0	2	111.0	0.002
1927.0	4	1.0	0.3733130998418415
2686.0	0	26.9	0.58
2335.0	3	0.22	0.0019321
1545.0	0	28.7	0.68
1643.0	2	231.0	0.003
3183.0	0	28.6	0.67
1726.0	1	6.3	0.56
1564.0	0	27.0	0.58
1093.0	1	6.8	0.61
1685.0	1	6.7	0.6
2701.0	1	6.7	0.6
1885.0	4	0.0	0.48718748498039943
1162.0	2	288.0	0.004
1885.0	0	22.0	0.31
2337.0	0	29.0	0.69
1458.0	0	23.0	0.36
1154.0	0	26.6	0.56
1625.0	1	1.9	0.16
1436.0	1	5.7	0.5
2859.0	1	6.0	0.53
2304.0	2	22576.0	0.344
1455.0	0	26.8	0.57
1870.0	2	788.0	0.012
1161.0	4	1.0	0.40674536008900436
1861.0	4	0.0	0.7544813845382905
2162.0	4	0.0	0.4864576455004614
2052.0	1	6.8	0.61
2685.0	4	0.0	0.8489744871957368
1700.0	0	25.8	0.52
1628.0	3	0.52	0.004692244
1400.0	4	0.0	0.4535078603281353
1393.0	1	6.7	0.6
1699.0	3	4.77	0.043794277
1443.0	3	0.5	0.004508234
1543.0	3	0.03	0.00018401
2465.0	4	0.0	0.48813705729759466
1927.0	3	0.52	0.004692244
2048.0	4	0.0	0.9990751019176566
2701.0	1	6.8	0.61
2625.0	4	1.0	0.39544359478444285
1442.0	2	80.0	0.001
1702.0	2	905.0	0.014
2445.0	0	28.0	0.64
1885.0	0	27.0	0.58
1871.0	3	0.1	0.000828043
20.0	3	0.44	0.003956206
1342.0	3	0.62	0.005612292
1149.0	0	27.5	0.61
1704.0	1	3.1	0.27
1925.0	1	5.8	0.51
2858.0	1	8.2	0.73
1685.0	3	1.4	0.012788665
1339.0	0	26.0	0.53
2072.0	0	29.0	0.69
2334.0	1	5.9	0.52
2294.0	1	3.9	0.34
1399.0	2	2137.0947647448643	0.0
3027.0	1	6.9	0.61
1569.0	2	18389.0	0.28
2304.0	0	29.0	0.69
1024.0	1	5.6	0.5
1457.0	1	6.1	0.54
1717.0	4	2.0	0.4014478522348808
1330.0	4	1.0	0.4535669107147564
1455.0	3	0.21	0.001840096
2671.0	2	13768.0	0.209
1544.0	2	100.0	0.001
1024.0	2	2137.0947647448643	0.0
1642.0	4	0.0	0.4492847571357361
3181.0	0	29.7	0.73
1567.0	2	380.0	0.006
2676.0	3	1.99	0.018216947
1546.0	1	6.7	0.6
1403.0	2	165.0	0.002
2676.0	1	7.2	0.64
2670.0	1	6.3	0.56
2299.0	3	0.6	0.005428282
1023.0	0	20.0	0.19
2336.0	2	4650.0	0.071
1701.0	0	25.0	0.47
2444.0	1	6.5	0.58
2326.0	2	428.0	0.006
2051.0	4	1.0	0.3655139088150952
3025.0	3	0.56	0.005060263
1149.0	3	1.66	0.015180789
3362.0	0	18.5	0.11
1860.0	2	1287.0	0.019
3028.0	2	162.0	0.002
1642.0	3	2.12	0.019413009
1567.0	0	25.8	0.52
1155.0	4	0.0	0.47117812824760735
1341.0	0	28.1	0.64
2874.0	0	30.0	0.75
1450.0	1	6.8	0.61
1159.0	2	63.0	0.001
1427.0	1	8.1	0.72
2290.0	1	4.9	0.43
1093.0	0	26.3	0.54
2047.0	1	0.6	0.04
2445.0	2	149.0	0.002
1026.0	3	0.52	0.004692244
1151.0	3	0.667	0.006044714
2326.0	3	0.15	0.001288067
2273.0	3	0.14	0.001196062
2284.0	1	7.1	0.63
1160.0	1	6.7	0.6
2082.0	1	5.0	0.44
2284.0	1	7.0	0.62
1436.0	1	4.3	0.38
2702.0	1	6.8	0.61
2442.0	4	1.0	0.4727798698507648
2286.0	1	5.4	0.48
3305.0	4	1.0	0.47065350250334165
1704.0	3	3.0	0.02750943
2271.0	3	0.19	0.001656086
2270.0	0	29.1	0.7
1393.0	0	27.0	0.58
1476.0	0	29.2	0.71
2335.0	0	28.1	0.64
1860.0	0	28.4	0.66
2878.0	3	0.52	0.004692244
1448.0	0	28.0	0.64
1568.0	4	2.0	0.43313714679467685
1717.0	0	20.0	0.19
1457.0	0	22.3	0.32
1403.0	1	6.6	0.59
2053.0	2	286.0	0.004
42.0	4	1.0	0.3822370868657603
1162.0	3	0.183	0.001591683
1026.0	1	6.1	0.54
2688.0	1	6.4	0.57
2334.0	2	864.0	0.013
1444.0	4	1.0	0.4192590680827695
2352.0	3	1.47	0.013432699
2708.0	2	206.0	0.003
1450.0	0	27.8	0.63
2704.0	4	0.0	0.514023976887521
1341.0	2	641.0	0.01
2867.0	4	1.0	0.4792319582688629
1025.0	2	198.0	0.003
2423.0	1	7.4	0.66
1685.0	2	729.0	0.011
3384.0	1	7.2	0.64
1148.0	4	0.0	0.5026644990535268
2290.0	4	1.0	0.39138887859433924
1093.0	3	0.307	0.002732542
1718.0	4	1.0	0.37923960408424995
1894.0	1	6.5	0.58
1023.0	0	22.0	0.31
2302.0	2	2759.0	0.042
1450.0	0	27.0	0.58
43.0	3	0.5	0.004508234
3464.0	0	26.4	0.55
2291.0	4	2.0	0.4265078488088291
2286.0	1	3.5	0.3
2879.0	4	2.0	0.386967049642928
1339.0	2	45.0	0.001
1403.0	3	0.52	0.004692244
1726.0	4	0.0	0.46473461574401836
1328.0	3	1.0	0.009108474
2874.0	3	0.52	0.004692244
1094.0	2	186.0	0.003
1461.0	4	0.0	0.4784654867709595
2164.0	3	1.0	0.009108474
2422.0	0	25.9	0.52
1393.0	4	0.0	0.4289799353045951
1094.0	2	103.0	0.001
1455.0	2	2137.0947647448643	0.0
1700.0	2	758.0	0.011
2052.0	0	24.0	0.42
1444.0	2	241.0	0.004
2685.0	3	0.6	0.005428282
1428.0	2	605.0	0.009
1642.0	4	0.0	0.43373343610334464
1861.0	0	28.0	0.64
2287.0	1	6.3	0.56
2305.0	0	28.5	0.67
2704.0	1	6.3	0.56
1461.0	3	0.52	0.004692244
42.0	0	25.0	0.47
1564.0	0	24.8	0.46
1025.0	0	18.0	0.08
1870.0	0	18.0	0.08
17.0	1	5.6	0.5
2624.0	2	316.0	0.005
1330.0	1	6.9	0.61
2685.0	2	432.0	0.006
2463.0	3	0.52	0.004692244
1569.0	1	5.9	0.52
2289.0	1	6.4	0.57
2296.0	1	6.5	0.58
1444.0	3	1.0	0.009108474
1458.0	3	0.52	0.004692244
2462.0	1	6.6	0.59
1870.0	4	0.0	0.48066821624925155
1547.0	4	2.0	0.42859042225415533
1150.0	2	448.0	0.007
2676.0	3	1.58	0.014444751
1892.0	3	0.52	0.004692244
3182.0	1	5.8	0.51
1161.0	2	128.0	0.002
3305.0	0	23.0	0.36
1444.0	2	2137.0947647448643	0.0
1427.0	3	1.95	0.017848928
1871.0	2	293.0	0.004
2168.0	4	0.0	0.9229770146858901
1625.0	4	0.0	0.4508112059253762
1160.0	3	0.2	0.001748091
2198.0	3	0.35	0.003128163
1159.0	1	7.5	0.67
1476.0	2	308.0	0.005
1894.0	4	2.0	0.482452033142482
1565.0	0	28.0	0.64
3372.0	0	19.6	0.17
1870.0	4	0.0	0.43498265224035376
1427.0	2	205.0	0.003
1473.0	0	28.0	0.64
1700.0	4	0.0	0.9833416798806033
1295.0	4	0.0	0.6231886113364962
2702.0	3	1.47	0.013432699
2306.0	0	30.8	0.79
1448.0	2	429.0	0.006
1633.0	1	7.0	0.62
2288.0	2	92.0	0.001
2305.0	1	7.6	0.68
1685.0	1	7.0	0.62
1461.0	4	0.0	0.5008450297483825
1569.0	1	6.8	0.61
1161.0	4	0.0	0.48682206031591285
2654.0	4	0.0	0.48327642247451147
2671.0	1	5.9	0.52
1400.0	2	218.0	0.003
2443.0	0	28.0	0.64
2168.0	0	25.0	0.47
1150.0	3	0.528	0.004765848
2287.0	3	1.01	0.009200478
2304.0	2	19885.0	0.303
1633.0	2	115.0	0.002
1155.0	0	29.0	0.69
2295.0	3	0.15	0.001288067
1627.0	1	8.4	0.75
1703.0	3	15.8	0.145275554
1026.0	4	0.0	0.7616293366083701
3186.0	2	305.0	0.004
1450.0	4	1.0	0.5105016410028642
1023.0	1	5.8	0.51
1159.0	0	24.0	0.42
2688.0	3	0.6	0.005428282
2275.0	2	55.0	0.001
1161.0	0	25.5	0.5
2198.0	0	27.5	0.61
2425.0	0	24.0	0.42
1566.0	0	30.3	0.77
3023.0	1	0.9	0.06
1563.0	2	62.0	0.001
1700.0	2	1197.0	0.018
1476.0	2	2137.0947647448643	0.0
21.0	0	25.8	0.52
1024.0	0	21.0	0.25
2464.0	2	354.0	0.005
1548.0	1	5.6	0.5
1631.0	4	0.0	0.45955836325643845
2696.0	3	0.9	0.008188426
1458.0	0	23.0	0.36
1569.0	2	13953.0	0.212
1862.0	2	26600.0	0.405
2275.0	2	620.0	0.009
1341.0	1	6.0	0.53
1865.0	0	25.5	0.5
2702.0	1	6.3	0.56
1545.0	4	1.0	0.37799484479828954
2352.0	0	30.0	0.75
1628.0	4	1.0	0.43163459507000457
1473.0	1	6.1	0.54
2352.0	0	26.8	0.57
2707.0	2	1896.0	0.029
1026.0	3	14.0	0.128714693
18.0	0	26.3	0.54
1642.0	3	0.89	0.008096421
1092.0	1	4.8	0.42
1862.0	3	0.39	0.003496182
3355.0	2	57.0	0.001
1625.0	3	0.52	0.004692244
