epoch,training_loss
1,0.25500035285949707
2,0.33025593757629396
3,0.2267151117324829
4,0.2241931676864624
5,0.21715023517608642
6,0.21292397975921631
7,0.2411276578903198
8,0.2688856840133667
9,0.20232584476470947
10,0.20809493064880372
11,0.20359818935394286
12,0.22949528694152832
13,0.18945376873016356
14,0.22383558750152588
15,0.19412596225738527
16,0.17902731895446777
17,0.18476325273513794
18,0.18151017427444457
19,0.18820741176605224
20,0.1981729745864868
21,0.19683504104614258
22,0.174419105052948
23,0.17073897123336793
24,0.15692689418792724
25,0.16726245880126953
26,0.20806543827056884
27,0.152344274520874
28,0.16315069198608398
29,0.1414818286895752
30,0.1699224591255188
31,0.1621311902999878
32,0.1280939221382141
33,0.12361817359924317
34,0.12361007928848267
35,0.09981237053871155
36,0.10928359031677246
37,0.08890960216522217
38,0.09825695753097534
39,0.09881291389465333
40,0.09242228269577027
41,0.09900967478752136
42,0.06362299919128418
43,0.0626717209815979
44,0.06931069493293762
45,0.08611466884613037
46,0.07549463510513306
47,0.06900278329849244
48,0.04922203719615936
49,0.06477777361869812
50,0.04576915502548218
51,0.05585016012191772
52,0.04327407479286194
53,0.04241147041320801
54,0.05016360282897949
55,0.04351297616958618
56,0.04044325947761536
57,0.03829089999198913
58,0.05150054097175598
59,0.04113427400588989
60,0.04150230884552002
61,0.03906695544719696
62,0.03425864577293396
63,0.03432696759700775
64,0.034233948588371275
65,0.03517934083938599
66,0.03883047699928284
67,0.033500728011131284
68,0.033596211671829225
69,0.031922686100006106
70,0.02934853732585907
71,0.030258864164352417
72,0.030689841508865355
73,0.030082392692565917
74,0.02864227294921875
75,0.027729326486587526
76,0.029046916961669923
77,0.034376400709152224
78,0.02685084342956543
79,0.02770785391330719
80,0.029028114676475526
81,0.02541891932487488
82,0.03218623399734497
83,0.025029653310775758
84,0.0270334392786026
85,0.026192167401313783
86,0.024686792492866518
87,0.026521235704421997
88,0.026596516370773315
89,0.026360535621643068
90,0.03913585543632507
91,0.025126531720161438
92,0.023652012646198272
93,0.02485550194978714
94,0.024084186553955077
95,0.02352842688560486
96,0.03706721067428589
97,0.024896369874477388
98,0.022855421900749205
99,0.02294307351112366
100,0.022154033184051514
