index,concepts
225,2072.0
226,2334.0
227,5.9
228,3.9
229,1399.0
230,3027.0
231,6.9
232,18389.0
233,1457.0
234,6.1
235,1717.0
236,0.21
237,13768.0
238,1544.0
239,100.0
240,29.7
241,1567.0
242,380.0
243,1.99
244,1546.0
245,165.0
246,2670.0
247,0.6
248,2336.0
249,4650.0
250,1701.0
251,25.0
252,2444.0
253,6.5
254,428.0
255,0.56
256,1.66
257,18.5
258,1860.0
259,1287.0
260,3028.0
261,162.0
262,2.12
263,1341.0
264,28.1
265,2874.0
266,30.0
267,63.0
268,1427.0
269,8.1
270,4.9
271,26.3
272,2047.0
273,149.0
274,1151.0
275,0.667
276,0.15
277,2273.0
278,0.14
279,2284.0
280,2082.0
281,5.0
282,2702.0
283,2442.0
284,5.4
285,3305.0
286,2271.0
287,0.19
288,29.1
289,29.2
290,28.4
291,2878.0
292,1568.0
293,22.3
294,286.0
295,42.0
296,0.183
297,6.4
298,864.0
299,1444.0
300,2352.0
301,1.47
302,2708.0
303,206.0
304,27.8
305,641.0
306,2867.0
307,1025.0
308,7.4
309,729.0
310,3384.0
311,0.307
312,1718.0
313,1894.0
314,2302.0
315,2759.0
316,43.0
317,3464.0
318,2291.0
319,3.5
320,2879.0
321,45.0
322,186.0
323,1461.0
324,2164.0
325,2422.0
326,25.9
327,103.0
328,758.0
329,24.0
330,241.0
331,605.0
332,2287.0
333,2305.0
334,24.8
335,18.0
336,17.0
337,2624.0
338,316.0
339,432.0
340,2463.0
341,2289.0
342,1150.0
343,448.0
344,1.58
345,3182.0
346,1.95
347,293.0
348,2168.0
349,0.2
350,2198.0
351,0.35
352,308.0
353,3372.0
354,19.6
355,205.0
356,1295.0
357,30.8
358,429.0
359,1633.0
360,2288.0
361,7.6
362,2654.0
363,218.0
364,2443.0
365,0.528
366,1.01
367,19885.0
368,115.0
369,2295.0
370,1627.0
371,8.4
372,1703.0
373,15.8
374,3186.0
375,2275.0
376,55.0
377,25.5
378,2425.0
379,1566.0
380,30.3
381,0.9
382,62.0
383,1197.0
384,2464.0
385,354.0
386,1548.0
387,13953.0
388,1862.0
389,26600.0
390,620.0
391,1865.0
392,2707.0
393,1896.0
394,14.0
395,0.89
396,4.8
397,0.39
398,3355.0
399,57.0
400,8.3
401,1384.0
402,295.0
403,1329.0
404,61.0
405,0.4
406,195.0
407,2689.0
408,1570.0
409,0.332
410,152.0
411,2863.0
412,3465.0
413,59.0
414,2424.0
415,975.0
416,0.96
417,2285.0
418,2.72
419,1.46
420,49.0
421,23.5
422,143.0
423,1698.0
424,24.3
425,3188.0
426,0.08
427,2855.0
428,0.45
429,3190.0
430,197.0
431,108.0
432,3350.0
433,2.58
434,0.05
435,31.0
436,1404.0
437,3376.0
438,17990.0
439,3468.0
440,1573.0
441,0.58
442,0.26
443,3383.0
444,99.0
445,0.17
446,2427.0
447,3369.0
448,20.3
449,1435.0
450,2712.0
451,4.5
452,1424.0
453,24.7
454,0.46
455,3379.0
456,2.21
457,70.0
458,28.9
459,1887.0
460,4.4
461,0.13
462,246.0
463,4.1
464,215.0
465,703.0
466,7.9
467,2461.0
468,3353.0
469,4.92
470,85.0
471,831.0
472,1462.0
473,19.4
474,9.4
475,3459.0
476,113.0
477,12769.0
478,0.69
479,13.2
480,21.25
481,2049.0
482,27.2
483,69.0
484,84.0
485,27.7
486,283.0
487,1302.0
488,2854.0
489,40.0
490,14083.0
491,1434.0
492,0.34
493,446.0
494,484.0
495,7392.0
496,3367.0
497,19.2
498,163.0
499,0.603
500,3381.0
501,67.0
502,3080.0
503,27.1
504,410.0
505,43983.0
506,2274.0
507,3364.0
508,382.0
509,1.11
510,50.0
511,0.123
512,2706.0
513,0.38
514,2323.0
515,18.9
516,268.0
517,0.31
518,2876.0
519,192.0
520,29.5
521,4.2
522,2292.0
523,0.215
524,9326.0
525,1571.0
526,22.5
527,27.6
528,0.25
529,129.0
530,25.3
531,58.1
532,0.315
533,3029.0
534,0.07
535,2860.0
536,1676.0
537,1338.0
538,4.78
539,2.2
540,4429.0
541,5.3
542,153.0
543,24.5
544,0.326
545,2687.0
546,0.86
547,1.23
548,30.2
549,2276.0
550,335.0
551,2866.0
552,23.2
553,2319.0
554,2240.0
555,1624.0
556,5.1
557,23.3
558,2459.0
559,3.6
560,260.0
561,450.0
562,16.0
563,3191.0
564,1719.0
565,3368.0
566,18.3
567,4.05
568,25.2
569,2303.0
570,54.0
571,1207.0
572,0.01
573,3359.0
574,1884.0
575,2187.0
576,27.3
577,1370.0
578,542.0
579,16410.0
580,3354.0
581,2333.0
582,1632.0
583,2.89
584,3361.0
585,0.447
586,2460.0
587,0.95
588,0.455
589,16468.0
590,13103.0
591,3473.0
592,0.06
593,17.387
594,3.01
595,1.8
596,2864.0
597,1439.0
598,3460.0
599,0.54
600,307.0
601,1475.0
602,1103.0
603,1.2
604,971.0
605,0.16
606,3374.0
607,15.3
608,185.0
609,196.0
610,4.325
611,1572.0
612,29.6
613,3471.0
614,25.1
615,3.2
616,8.5
617,47156.0
618,2780.0
619,122.0
620,6381.0
621,0.11
622,0.42
623,3189.0
624,72.0
625,5073.0
626,755.0
627,5.2
628,637.0
629,126.0
630,322.0
631,1.87
632,2872.0
633,220.0
634,0.57
635,210.0
636,2873.0
637,8.7
638,14921.0
639,107.0
640,735.0
641,589.0
642,75.0
643,1.5
644,1067.0
645,6487.0
646,125.0
647,1626.0
648,424.0
649,6.233
650,388.0
651,9.8
652,65.0
653,3184.0
654,17.5
655,130.0
656,46.0
657,0.83
658,110.0
659,88.0
660,28.25
661,118.0
662,3365.0
663,27.75
664,20.7
665,4990.0
666,2947.0
667,161.0
668,619.0
669,194.0
670,0.99
671,2713.0
672,17.7
673,973.0
674,3466.0
675,0.55
676,34.5
677,1440.0
678,112.0
679,21.9
680,1500.0
681,182.0
682,4.41
683,0.824
684,1980.0
685,2862.0
686,480.0
687,33.0
688,28.3
689,2.5
690,3371.0
691,7.8
692,29.8
693,1097.0
694,386.0
695,101.0
696,2.3
697,2857.0
698,20640.0
699,24.9
700,19085.0
701,498.0
702,105.0
703,1216.0
704,28018.0
705,209.0
706,21600.0
707,0.77
708,0.43
709,3360.0
710,10.5
711,102.0
712,109.0
713,2852.0
714,2331.0
715,18.6
716,41.0
717,0.8
718,64.0
719,23.7
720,28.75
721,0.48
722,183.0
723,5300.0
724,19279.0
725,5543.0
726,1.81
727,0.32
728,9293.0
729,396.0
730,6.63
731,885.0
732,4.133
733,375.0
734,247.0
735,21417.0
736,89.0
737,1090.0
738,3187.0
739,18.8
740,3.3
741,7778.0
742,0.36
743,2298.0
744,2905.0
745,7207.0
746,2.7
747,23.9
748,168.0
749,0.76
750,21.3
751,0.68
752,401.0
753,2332.0
754,211.0
755,593.0
756,1.78
757,1787.0
758,30.6
759,2272.0
760,2.73
761,53.0
762,623.0
763,73.0
764,93.0
765,32.0
766,17842.0
767,3205.0
768,0.29
769,12.0
770,142.0
771,30683.0
772,636.0
773,28.67
774,0.12
775,170.0
776,34.0
777,139.0
778,95.0
779,414.0
780,28.8
781,0.346
782,2870.0
783,6.371
784,15608.0
785,0.208
786,60.0
787,29.3
788,269.0
789,20.6
790,106.0
791,21.8
792,1256.0
793,14410.0
794,306.0
795,131.0
796,248.0
797,2.1
798,510.0
799,30.7
800,309.0
801,2.4
802,19575.0
803,1.7
804,2.02
805,30.1
806,146.0
807,79.0
808,0.63
809,3378.0
810,2.9
811,6.825
812,8.9
813,6.333
814,201.0
815,0.309
816,5.533
817,263.0
818,3081.0
819,20.8
820,132.0
821,66.0
822,14111.0
823,0.93
824,389.0
825,6.58
826,238.0
827,601.0
828,51.0
829,0.59
830,169.0
831,22.8
832,3.67
833,18.1
834,202.0
835,2.99
836,26.7
837,212.0
838,233.0
839,0.71
840,1063.0
841,2.44
842,37.0
843,5656.0
844,8.0
845,2880.0
846,1.73
847,1108.0
848,3688.0
849,237.0
850,300.0
851,1.28
852,0.345
853,617.0
854,229.0
855,12754.0
856,555.0
857,3660.0
858,1.59
859,906.0
860,3.42
861,2948.0
862,1.35
863,422.0
864,252.0
865,1261.0
866,0.97
867,313.0
868,1516.0
869,5414.0
870,199.0
871,0.49
872,3.35
873,4.6
874,2.43
875,1383.0
876,4912.0
877,3358.0
878,189.0
879,3844.0
880,434.0
881,0.72
882,0.27
883,28222.0
884,133.0
885,363.0
886,995.0
887,164.0
888,5.475
889,0.64
890,26.71
891,3.55
892,24.4
893,2.8
894,274.0
895,895.0
896,39.0
897,16.4
898,23.6
899,1.225
900,1.12
901,0.835
902,770.0
903,11.1
904,3363.0
905,224.0
906,76.0
907,304.0
908,18.33
909,11.81
910,155.0
911,11.0
912,5.37
913,3351.0
914,15.6
915,692.0
916,371.0
917,1.397
918,0.217
919,240.0
920,23.1
921,2.26
922,26.75
923,2.23
924,18.73
925,743.0
926,0.47
927,32.6
928,326.0
929,3431.0
930,25.4
931,319.0
932,600.0
933,773.0
934,1208.0
935,899.0
936,1.75
937,3.91
938,30.4
939,3356.0
940,137.0
941,207.0
942,29920.0
943,8.6
944,0.53
945,20.5
946,30298.0
947,264.0
948,87.0
949,8782.0
950,493.0
951,4175.0
952,203.0
953,15.0
954,933.0
955,856.0
956,1.04
957,4800.0
958,42354.0
959,3380.0
960,158.0
961,779.0
962,0.73
963,15525.0
964,71.0
965,226.0
966,21.4
967,16.9
968,0.383
969,1.667
970,2.88
971,990.0
972,3.93
973,465.0
974,141.0
975,0.223
976,3370.0
977,338.0
978,219.0
979,262.0
980,9753.0
981,25034.0
982,5.48
983,625.0
984,35.0
985,468.0
986,312.0
987,1385.0
988,0.438
989,817.0
990,253.0
991,0.04
992,830.0
993,1.6
994,21.5
995,20950.0
996,26.2
997,385.0
998,0.853
999,44.0
1000,172.0
1001,1690.0
1002,5.87
1003,77.0
1004,83.0
1005,1.84
1006,0.153
1007,930.0
1008,565.0
1009,81.0
1010,0.94
1011,552.0
1012,121.0
1013,2.08
1014,2853.0
1015,3.83
1016,119.0
1017,315.0
1018,24360.0
1019,477.0
1020,2.98
1021,18.67
1022,592.0
1023,2856.0
1024,5228.0
1025,964.0
1026,3638.0
1027,10.45
1028,3.4
1029,2869.0
1030,104.0
1031,2577.0
1032,344.0
1033,17.33
1034,749.0
1035,16177.0
1036,16.5
1037,243.0
1038,317.0
1039,96.0
1040,24.6
1041,1.933
1042,0.37
1043,1300.0
1044,3.08
1045,1291.0
1046,0.66
1047,18931.0
1048,704.0
1049,123.0
1050,22.7
1051,0.65
1052,324.0
1053,753.0
1054,0.745
1055,1686.0
1056,19595.0
1057,58.0
1058,690.0
1059,3026.0
1060,970.0
1061,18.7
1062,25.67
1063,742.0
1064,2.13
1065,1.79
1066,2.66
1067,0.87
1068,0.81
1069,6666.0
1070,314.0
1071,2875.0
1072,48.0
1073,19.3
1074,144.0
1075,2156.0
1076,1.62
1077,227.0
1078,1532.0
1079,140.0
1080,2868.0
1081,0.135
1082,176.0
1083,1095.0
1084,310.0
1085,1172.0
1086,6.867
1087,127.0
1088,0.819
1089,912.0
1090,686.0
1091,0.84
1092,328.0
1093,0.33
1094,0.975
1095,439.0
1096,632.0
1097,5.13
1098,20.2
1099,541.0
1100,86.0
1101,469.0
1102,23.4
1103,3357.0
1104,1130.0
1105,384.0
1106,6.787
1107,503.0
1108,516.0
1109,6.467
1110,0.61
1111,7.125
1112,0.263
1113,568.0
1114,23761.0
1115,44600.0
1116,9.6
1117,0.292
1118,214.0
1119,3101.0
1120,27.9
1121,10.3
1122,2300.0
1123,1086.0
1124,2965.0
1125,178.0
1126,5390.0
1127,5350.0
1128,996.0
1129,580.0
1130,868.0
1131,3.45
1132,760.0
1133,160.0
1134,244.0
1135,356.0
1136,12150.0
1137,5507.0
1138,0.24
1139,0.79
1140,250.0
1141,120.0
1142,707.0
1143,1.39
1144,2497.0
1145,187.0
1146,159.0
1147,8.867
1148,14.013
1149,1.02
1150,11.61
1151,6232.0
1152,745.0
1153,3.02
1154,5.35
1155,820.0
1156,2865.0
1157,138.0
1158,5429.0
1159,440.0
1160,26.25
1161,615.0
1162,1.72
1163,5551.0
1164,0.505
1165,213.0
1166,761.0
1167,17.3
1168,7.075
1169,193.0
1170,136.0
1171,10.47
1172,621.0
1173,10.0
1174,15580.0
1175,3960.0
1176,48500.0
1177,134.0
1178,166.0
1179,569.0
1180,29.67
1181,376.0
1182,1.49
1183,7.233
1184,390.0
1185,3.44
1186,904.0
1187,19.8
1188,116.0
1189,4.08
1190,261.0
1191,281.0
1192,2.05
1193,221.0
1194,175.0
1195,2.67
1196,550.0
1197,167.0
1198,97.0
1199,108.7
1200,297.0
1201,1.48
1202,1789.0
1203,7.167
1204,23.8
1205,894.0
1206,1.1
1207,10910.0
1208,3.75
1209,0.02
1210,171.0
1211,204.0
1212,1.77
1213,3.88
1214,15362.0
1215,2160.0
1216,287.0
1217,453.0
1218,151.0
1219,378.0
1220,1186.0
1221,1.22
1222,234.0
1223,0.92
1224,17.67
1225,272.0
1226,607.0
1227,1315.0
1228,0.165
1229,606.0
1230,2.47
1231,506.0
1232,1.05
1233,228.0
1234,635.0
1235,10362.0
1236,5.56
1237,655.0
1238,8.23
1239,74.0
1240,3.23
1241,1.25
1242,901.0
1243,23576.0
1244,225.0
1245,19.35
1246,47.0
1247,5.175
1248,505.0
1249,8838.0
1250,17.9
1251,177.0
1252,1.32
1253,0.198
1254,938.0
1255,12.15
1256,663.0
1257,29464.0
1258,4424.0
1259,19.33
1260,90.0
1261,2572.0
1262,296.0
1263,0.78
1264,977.0
1265,728.0
1266,32.7
1267,5.03
1268,1.31
1269,1314.0
1270,0.88
1271,117.0
1272,27.79
1273,0.75
1274,3.97
1275,6.714
1276,0.895
1277,633.0
1278,1863.0
1279,883.0
1280,0.743
1281,1638.0
1282,1614.0
1283,4.22
1284,0.512
1285,462.0
1286,16.61
1287,359.0
1288,266.0
1289,26.1
1290,28.29
1291,23.77
1292,19.5
1293,249.0
1294,519.0
1295,135.0
1296,3204.0
1297,9590.0
1298,25.7
1299,890.0
1300,3.33
1301,21254.0
1302,7400.0
1303,3165.0
1304,489.0
1305,208.0
1306,318.0
1307,275.0
1308,12771.0
1309,1.525
1310,1239.0
1311,9.2
1312,732.0
1313,0.083
1314,2.65
1315,282.0
1316,36593.0
1317,9.0
1318,2.55
1319,10.89
1320,825.0
1321,699.0
1322,217.0
1323,303.0
1324,2007.0
1325,357.0
1326,19.1
1327,216.0
1328,0.85
1329,1.33
1330,157.0
1331,689.0
1332,599.0
1333,943.0
1334,68.0
1335,22.4
1336,1.67
1337,835.0
1338,1.195
1339,3131.0
1340,39503.0
1341,2.675
1342,232.0
1343,174.0
1344,925.0
1345,609.0
1346,972.0
1347,0.168
1348,6.733
1349,12561.0
1350,0.457
1351,8757.0
1352,0.18
1353,179.0
1354,9.1
1355,299.0
1356,6.543
1357,527.0
1358,2.6
1359,31.1
1360,1265.0
1361,0.567
1362,14.85
1363,438.0
1364,2941.0
1365,2.86
1366,1190.0
1367,12342.0
1368,1069.0
1369,1.16
1370,0.973
1371,13925.0
1372,191.0
1373,1035.0
1374,3.487
1375,2.41
1376,20430.0
1377,1.07
1378,0.277
1379,5914.0
1380,1322.0
1381,0.518
1382,14487.0
1383,18569.0
1384,3.05
1385,3.8
1386,515.0
1387,865.0
1388,36.0
1389,1036.0
1390,5.08
1391,0.343
1392,1088.0
1393,15871.0
1394,1.26
1395,301.0
1396,993.0
1397,22131.0
1398,9107.0
1399,0.615
1400,2640.0
1401,1110.0
1402,407.0
1403,3458.0
1404,427.0
1405,6.78
1406,1.412
1407,223.0
1408,29.08
1409,566.0
1410,1.65
1411,1194.0
1412,1286.0
1413,451.0
1414,528.0
1415,7.35
1416,4.56
1417,640.0
1418,5.02
1419,1.035
1420,25.6
1421,265.0
1422,0.791
1423,1051.0
1424,25.71
1425,1.269
1426,3110.0
1427,19.7
1428,852.0
1429,1.367
1430,188.0
1431,302.0
1432,1.68
1433,25950.0
1434,2.425
1435,18.4
1436,0.41
1437,0.228
1438,11405.0
1439,18291.0
1440,17.8
1441,15738.0
1442,20786.0
1443,5.67
1444,6.833
1445,0.575
1446,32005.0
1447,6030.0
1448,1.17
1449,855.0
1450,2.14
1451,4.57
1452,6.967
1453,11000.0
1454,3.07
1455,7448.0
1456,19.69
1457,327.0
1458,1392.0
