index,concepts
782,0.96
783,23.8
784,26600.0
785,2.3
786,3113.0
787,8.23
788,19.8
789,254.0
790,11041.0
791,43983.0
792,510.0
793,0.33
794,14369.0
795,12.15
796,192.0
797,95.0
798,4.033
799,6.625
800,20455.0
801,179.0
802,3.88
803,732.0
804,29.5
805,4.3
806,856.0
807,641.0
808,8.35
809,469.0
810,27.8
811,22.8
812,451.0
813,20360.0
814,2459.0
815,0.44
816,6381.0
817,138.0
818,3.75
819,1051.0
820,550.0
821,48.0
822,382.0
823,4.78
824,3377.0
825,116.0
826,61.0
827,19.2
828,5073.0
829,3382.0
830,5543.0
831,541.0
832,18.8
833,100.0
834,30.5
835,707.0
836,1063.0
837,4650.0
838,51.0
839,1.25
840,86.0
841,2.0
842,1.035
843,196.0
844,2461.0
845,29.8
846,6.733
847,0.81
848,149.0
849,29.7
850,172.0
851,0.65
852,4.05
853,2.41
854,0.346
855,20.6
856,240.0
857,122.0
858,237.0
859,46.0
860,389.0
861,0.835
862,125.0
863,4.41
864,12.0
865,72.0
866,425.0
867,729.0
868,3184.0
869,201.0
870,327.0
871,1370.0
872,269.0
873,28.25
874,0.85
875,3.48
876,2039.0
877,23.4
878,69.0
879,64.0
880,151.0
881,3372.0
882,0.263
883,5.657
884,224.0
885,19595.0
886,15362.0
887,16.5
888,124.0
889,41.0
890,530.0
891,1302.0
892,243.0
893,0.66
894,16468.0
895,176.0
896,17.8
897,745.0
898,3355.0
899,57.0
900,1314.0
901,1.89
902,1239.0
903,229.0
904,134.0
905,24360.0
906,0.603
907,281.0
908,3364.0
909,380.0
910,505.0
911,1186.0
912,1567.0
913,21.8
914,1.6
915,180.0
916,182.0
917,288.0
918,2520.0
919,27.9
920,143.0
921,193.0
922,17.7
923,0.309
924,3373.0
925,79.0
926,1383.0
927,0.528
928,0.457
929,2.26
930,995.0
931,20.2
932,3638.0
933,58.1
934,36.0
935,215.0
936,3366.0
937,3458.0
938,26.6
939,0.18
940,227.0
941,29.6
942,7035.0
943,24.7
944,212.0
945,1.55
946,1392.0
947,0.35
948,330.0
949,973.0
950,5507.0
951,15871.0
952,2.23
953,1.975
954,26.1
955,0.89
956,0.72
957,0.404
958,3431.0
959,990.0
960,3376.0
961,84.0
962,186.0
963,44600.0
964,0.75
965,24.4
966,19.7
967,599.0
968,25034.0
969,217.0
970,3186.0
971,5.02
972,1086.0
973,223.0
974,885.0
975,21600.0
976,11.1
977,2875.0
978,1269.0
979,0.92
980,5390.0
981,21.3
982,275.0
983,8.9
984,18.1
985,166.0
986,0.326
987,968.0
988,22.5
989,894.0
990,6.925
991,141.0
992,633.0
993,0.36
994,0.71
995,359.0
996,121.0
997,3660.0
998,338.0
999,47.0
1000,335.0
1001,326.0
1002,200.0
1003,312.0
1004,3.8
1005,272.0
1006,18569.0
1007,2572.0
1008,1.397
1009,9.0
1010,0.518
1011,21030.0
1012,68.0
1013,17990.0
1014,0.99
1015,519.0
1016,1197.0
1017,2007.0
1018,0.438
1019,3357.0
1020,158.0
1021,2.97
1022,468.0
1023,0.74
1024,4.13
1025,0.256
1026,21.5
1027,286.0
1028,22.6
1029,161.0
1030,19.5
1031,274.0
1032,2156.0
1033,636.0
1034,131.0
1035,0.895
1036,3.075
1037,28.9
1038,754.0
1039,0.217
1040,19.9
1041,830.0
1042,7448.0
1043,1.267
1044,15.8
1045,0.49
1046,434.0
1047,173.0
1048,17.9
1049,135.0
1050,10362.0
1051,2878.0
1052,7.233
1053,77.0
1054,1686.0
1055,14083.0
1056,89.0
1057,25.7
1058,23.77
1059,785.0
1060,0.48
1061,0.41
1062,21.2
1063,694.0
1064,462.0
1065,5914.0
1066,0.88
1067,137.0
1068,107.0
1069,5.533
1070,2.72
1071,761.0
1072,205.0
1073,457.0
1074,580.0
1075,625.0
1076,1638.0
1077,1194.0
1078,1290.0
1079,1168.0
1080,112.0
1081,8.867
1082,1.93
1083,555.0
1084,94.0
1085,0.03
1086,12697.0
1087,6.633
1088,249.0
1089,30.3
1090,3272.0
1091,0.95
1092,30.7
1093,7.102
1094,1439.0
1095,438.0
1096,6.58
1097,36593.0
1098,3.4
1099,27.71
1100,7.05
1101,0.54
1102,26.75
1103,465.0
1104,15.4
1105,0.135
1106,6.471
1107,0.975
1108,938.0
1109,313.0
1110,3.91
1111,15.6
1112,6666.0
1113,92.0
1114,7.35
1115,2.08
1116,168.0
1117,169.0
1118,18459.0
1119,402.0
1120,357.0
1121,37.0
1122,307.0
1123,3.02
1124,0.87
1125,16.9
1126,4.833
1127,22.4
1128,190.0
1129,738.0
1130,87.0
1131,303.0
1132,589.0
1133,15525.0
1134,409.0
1135,1.269
1136,17.6
1137,2865.0
1138,0.455
1139,22.33
1140,2852.0
1141,2219.0
1142,535.0
1143,1.47
1144,287.0
1145,7920.0
1146,605.0
1147,24300.0
1148,19.4
1149,972.0
1150,841.0
1151,18.6
1152,317.0
1153,11125.0
1154,6.41
1155,1287.0
1156,0.153
1157,2.02
1158,20640.0
1159,835.0
1160,12150.0
1161,1.68
1162,35.0
1163,7.58
1164,21.4
1165,27.25
1166,0.12
1167,0.655
1168,2.73
1169,39503.0
1170,297.0
1171,304.0
1172,572.0
1173,901.0
1174,2.44
1175,101.0
1176,3.89
1177,2941.0
1178,1090.0
1179,300.0
1180,7692.0
1181,10165.0
1182,4.11
1183,2.43
1184,3.45
1185,10.45
1186,2.86
1187,13.2
1188,2.54
1189,19279.0
1190,1261.0
1191,0.345
1192,7778.0
1193,1808.0
1194,410.0
1195,855.0
1196,139.0
1197,537.0
1198,15.5
1199,324.0
1200,96.0
1201,44.0
1202,18389.0
1203,1.07
1204,4.77
1205,6.371
1206,852.0
1207,2.7
1208,4.57
1209,1015.0
1210,0.56
1211,302.0
1212,742.0
1213,22757.0
1214,114.0
1215,0.395
1216,498.0
1217,194.0
1218,183.0
1219,1.195
1220,1.11
1221,10.3
1222,248.0
1223,85.0
1224,3.03
1225,10.61
1226,91.0
1227,6.667
1228,0.78
1229,663.0
1230,235.0
1231,234.0
1232,606.0
1233,197.0
1234,428.0
1235,1.39
1236,314.0
1237,18865.0
1238,19.69
1239,6.88
1240,266.0
1241,4545.0
1242,378.0
1243,6.233
1244,98.0
1245,1.02
1246,6.25
1247,3937.0
1248,4909.0
1249,415.0
1250,6.27
1251,2.65
1252,310.0
1253,4990.0
1254,2.9
1255,779.0
1256,825.0
1257,809.0
1258,6.714
1259,506.0
1260,3110.0
1261,8.5
1262,516.0
1263,209.0
1264,2160.0
1265,1096.0
1266,646.0
1267,2.32
1268,13103.0
1269,5.13
1270,3.33
1271,1418.0
1272,0.38
1273,30298.0
1274,3.83
1275,2.88
1276,3101.0
1277,2012.0
1278,2.99
1279,473.0
1280,788.0
1281,1.575
1282,34.0
1283,3131.0
1284,0.348
1285,5228.0
1286,813.0
1287,1.22
1288,1.373
1289,970.0
1290,9.1
1291,547.0
1292,28.71
1293,18.7
1294,0.94
1295,203.0
1296,14.013
1297,268.0
1298,9590.0
1299,2.47
1300,615.0
1301,424.0
1302,7392.0
1303,6.033
1304,12327.0
1305,3.28
1306,14.0
1307,0.567
1308,930.0
1309,493.0
1310,78.0
1311,0.223
1312,316.0
1313,1036.0
1314,0.292
1315,1291.0
1316,3.55
1317,446.0
1318,34.5
1319,414.0
1320,14410.0
1321,4.56
1322,1.75
1323,1789.0
1324,2.05
1325,9107.0
1326,7.93
1327,1.767
1328,1.28
1329,705.0
1330,28.67
1331,261.0
1332,371.0
1333,6.78
1334,440.0
1335,239.0
1336,820.0
1337,1267.0
1338,13000.0
1339,0.315
1340,14921.0
1341,233.0
1342,115.0
1343,1.367
1344,906.0
1345,3.23
1346,429.0
1347,770.0
1348,910.0
1349,28.86
1350,623.0
1351,18.9
1352,0.824
1353,29920.0
1354,9245.0
1355,309.0
1356,478.0
1357,480.0
1358,1110.0
1359,1.87
1360,666.0
1361,29464.0
1362,0.575
1363,14662.0
1364,5.37
1365,490.0
1366,5300.0
1367,31.1
1368,19.1
1369,15608.0
1370,1.12
1371,17771.0
1372,157.0
1373,19.33
1374,665.0
1375,569.0
1376,13257.0
1377,3.97
1378,1416.0
1379,3688.0
1380,3.487
1381,0.743
1382,52.0
1383,25.4
1384,4491.0
1385,527.0
1386,542.0
1387,0.79
1388,23.67
1389,28018.0
1390,5656.0
1391,1.61
1392,0.973
1393,65700.0
1394,5835.0
1395,1.42
1396,3.42
1397,2323.0
1398,1286.0
1399,225.0
1400,177.0
1401,306.0
1402,4424.0
1403,7.167
1404,0.307
1405,375.0
1406,32.1
1407,1863.0
1408,1690.0
1409,1.65
1410,0.77
1411,528.0
1412,0.168
1413,2640.0
1414,1.16
1415,568.0
1416,15158.0
1417,10825.0
1418,219.0
1419,860.0
1420,46170.0
1421,865.0
1422,503.0
1423,2.12
1424,152.0
1425,2.25
1426,110.0
1427,0.208
1428,7.65
1429,413.0
1430,1103.0
1431,704.0
1432,983.0
1433,27.75
1434,0.198
1435,0.449
1436,2497.0
1437,18.73
1438,905.0
1439,1.26
1440,21254.0
1441,758.0
1442,1.77
1443,14111.0
1444,29.4
1445,1130.0
1446,0.165
1447,617.0
1448,390.0
1449,603.0
1450,6.467
1451,0.264
1452,1095.0
1453,1.567
1454,5551.0
1455,301.0
1456,544.0
1457,2754.0
1458,25.71
1459,2.18
1460,28.57
1461,502.0
1462,439.0
1463,32.6
1464,450.0
1465,3.05
1466,686.0
1467,13953.0
1468,319.0
1469,10.89
1470,283.0
1471,1085.0
1472,975.0
1473,592.0
1474,2.58
1475,977.0
1476,12051.0
1477,58.0
1478,796.0
1479,22576.0
