epoch,training_loss
1,0.292238450050354
2,0.2557220458984375
3,0.24852356910705567
4,0.2372687816619873
5,0.2563225507736206
6,0.2304375410079956
7,0.25753397941589357
8,0.22372801303863527
9,0.22830610275268554
10,0.23105056285858155
11,0.23860111236572265
12,0.20865814685821532
13,0.21964643001556397
14,0.2061755895614624
15,0.20711281299591064
16,0.2155672550201416
17,0.20386831760406493
18,0.19023414850234985
19,0.18791334629058837
20,0.18371520042419434
21,0.17988710403442382
22,0.1790385961532593
23,0.17151269912719727
24,0.16646689176559448
25,0.1761796236038208
26,0.17117469310760497
27,0.1559387445449829
28,0.15244598388671876
29,0.14443893432617189
30,0.16426291465759277
31,0.13340084552764891
32,0.15435142517089845
33,0.12344329357147217
34,0.12886605262756348
35,0.1083257555961609
36,0.10296531915664672
37,0.09829849004745483
38,0.08517561554908752
39,0.07589257955551147
40,0.0735064685344696
41,0.06896218061447143
42,0.06776246428489685
43,0.06275812983512878
44,0.06024274230003357
45,0.056715774536132815
46,0.06478639245033264
47,0.05322617292404175
48,0.048438847064971924
49,0.05179912447929382
50,0.04516721069812775
51,0.04291410446166992
52,0.04217441380023956
53,0.060574954748153685
54,0.04118205010890961
55,0.040150460600852964
56,0.050435447692871095
57,0.037947452068328856
58,0.039169424772262575
59,0.04272610545158386
60,0.0381461888551712
61,0.037220299243927
62,0.035733452439308165
63,0.03900797665119171
64,0.03804402351379395
65,0.03586588799953461
66,0.03727257251739502
67,0.030510953068733214
68,0.035094809532165525
69,0.029782027006149292
70,0.02848106622695923
71,0.03904677629470825
72,0.033921855688095096
73,0.03276565670967102
74,0.028973203897476197
75,0.02852916717529297
76,0.027961233258247377
77,0.02857998013496399
78,0.025915274024009706
79,0.029662880301475524
80,0.02572055459022522
81,0.024931855499744415
82,0.025124746561050414
83,0.025036606192588805
84,0.025457847118377685
85,0.032437145709991455
86,0.025579267740249635
87,0.02529456913471222
88,0.023789219558238983
89,0.024179098010063172
90,0.022958356142044067
91,0.025655725598335268
92,0.025144970417022704
93,0.023025435209274293
94,0.030208617448806763
95,0.0239323765039444
96,0.02220223695039749
97,0.025364190340042114
98,0.022034159302711485
99,0.03522889316082001
100,0.021972519159317017
